HKL Value		Reward	TotalReward	Chi Squared Value	Z Coordinate Approximation
3 1 9			0	0		0		0.3
0 4 10			-1	-1		6.36826596916		0.317654927525
0 6 8			0.5	-0.5		4.23289903833		0.318185493483
1 3 9			-1	-1.5		4.47472029403		0.315576411792
0 6 10			0.5	-1.0		4.35493007256		0.317398160388
4 6 2			0.5	-0.5		3.63077086823		0.317344156688
6 0 10			0.5	0.0		3.3403094198		0.31821053537
0 0 10			0.5	0.5		3.06275114584		0.318824418248
2 4 10			0.5	1.0		2.68028349643		0.31884391921
2 2 4			-1	0.0		4.87748859923		0.318352235901
4 0 10			0.5	0.5		4.50483284613		0.318760580896
4 6 0			0.5	1.0		4.0990984349		0.318760580896
4 4 10			0.5	1.5		3.78239588424		0.318936445296
2 6 10			0.5	2.0		3.56092714224		0.319223981637
6 2 10			0.5	2.5		3.37003110658		0.319480260455
2 2 10			0.5	3.0		3.16583008337		0.319613736384
0 2 14			-1	2.0		3.56536849235		0.319374788726
6 4 0			0.5	2.5		3.35639693101		0.319374652036
4 2 10			0.5	3.0		3.17007235705		0.319374652036
6 0 8			0.5	3.5		3.10978745418		0.319486327609
2 0 14			-1	2.5		3.29799970245		0.319276779094
4 0 14			-1	1.5		8.10731955275		0.319242932126
6 4 2			0.5	2.0		7.76244314595		0.31922540939
4 2 2			0.5	2.5		7.66761182035		0.319194769113
2 4 2			0.5	3.0		7.60974157438		0.319163524766
3 3 9			0.5	3.5		7.43433018953		0.318827113046
0 0 20			0.5	4.0		7.17072599807		0.318686434437
4 2 14			0.5	4.5		7.00675766575		0.318774178382
0 6 16			-1	3.5		7.19144457531		0.319927654587
3 1 15			0.5	4.0		6.96350090542		0.319707257216
3 3 15			0.5	4.5		6.88920206691		0.319050164753
1 5 9			0.5	5.0		6.76883290001		0.318855119094
1 3 15			0.5	5.5		6.55775034836		0.318834146093
0 2 22			-1	4.5		6.92424627624		0.318759516219
2 4 14			0.5	5.0		6.79283465845		0.318796593111
2 0 16			0.5	5.5		6.78478202913		0.31914089438
0 2 16			0.5	6.0		6.69267998657		0.319369203183
5 1 9			0.5	6.5		6.57927494381		0.319253862937
1 1 9			-1	5.5		6.83418895208		0.31880555789
