HKL Value		Reward			TotalReward	Chi Squared Value	Z Coordinate Approximation		dx
5 1 3			0			0		0		0.3		0		0.9592
1 5 13			0			0		0		0.3		0		1.1973
2 0 8			0			0		0		0.3		0		0.1665
0 6 4			0			0		0		0.3		0		0.6675
3 5 9			0			0		0		0.3		0		0.4755
0 2 16			0			0		0		0.3		0		1.8687
6 0 4			0			0		0		0.3		0		0.7069
4 6 2			0			0		148.364536103		0.3		148.364536103		0.2349
5 1 13			35.613616178			35.613616178		77.1373037468		0.3		154.274607494		0.4567
3 3 15			12.6057698842			48.2193860621		51.9257639785		0.3		155.777291935		0.3402
0 0 4			1.41136799721			49.6307540593		49.1030279841		0.3		196.412111936		0.8482
3 1 9			4.47955917005			54.1103132294		40.1439096439		0.3		200.71954822		0.36
0 2 20			3.26301780503			57.3733310344		33.6178740339		0.3		201.707244203		0.4494
3 3 13			2.07866985492			59.4520008893		29.4605343241		0.3		206.223740268		0.5636
4 2 2			1.43453043163			60.886531321		26.5914734608		0.3		212.731787686		0.457
4 4 10			-0.593417048302			60.2931142727		27.1848905091		0.3		244.664014582		0.6886
6 0 12			1.34940302006			61.6425172927		24.486084469		0.3		244.86084469		0.5892
7 1 7			1.0164146631			62.6589319558		22.4532551428		0.3		246.985806571		0.3505
3 1 7			0.843507544556			63.5024395004		20.7662400537		0.3		249.194880644		0.257
2 4 2			0.523332113143			64.0257716135		19.7195758274		0.3		256.354485756		0.3828
2 0 4			-4.30427387636			59.7214977372		24.0238497038		0.3		336.333895853		1.3874
4 0 8			-11.0345994262			48.6868983109		35.05844913		0.3		525.87673695		2.9483
0 6 14			0.56795631543			49.2548546264		33.9225364991		0.3		542.760583986		0.9096
1 3 7			0.930589728894			50.1854443553		32.0613570413		0.3		545.043069703		0.1893
0 6 12			0.875179934525			51.0606242898		30.3109971723		0.3		545.597949101		0.3425
3 3 1			0.241403316136			51.3020276059		29.82819054		0.3		566.73562026		0.5106
7 1 5			-2.08632448371			49.2157031222		31.9145150237		0.3		638.290300474		1.5264
5 3 1			0.262280660557			49.4779837828		31.3899537026		0.3		659.189027755		0.5252
5 3 7			0.660244865069			50.1382286478		30.0694639725		0.3		661.528207394		0.2523
1 7 3			-1.51209794834			48.6261306995		31.5815619208		0.3		726.375924178		0.9932
9 1 1			0.418809995797			49.0449406953		30.7439419292		0.3		737.854606301		0.8793
2 6 6			-9.72077516351			39.3241655318		40.4647170927		0.3		1011.61792732		5.383
6 0 6			0.274649135206			39.598814667		39.9154188223		0.3		1037.80088938		1.0815
1 7 7			0.688770770942			40.2875854379		38.5378772804		0.3		1040.52268657		0.4353
3 5 7			0.644744318978			40.9323297569		37.2483886425		0.3		1042.95488199		0.2309
1 1 15			0.432518261461			41.3648480184		36.3833521195		0.3		1055.11721147		0.656
4 6 6			0.145385485634			41.510233504		36.0925811483		0.3		1082.77743445		1.1903
3 5 1			0.256057841123			41.7662913451		35.580465466		0.3		1102.99442945		0.5283
0 0 18			0.170138635411			41.9364299806		35.2401881952		0.3		1127.68602225		0.6609
4 2 12			0.503861987984			42.4402919685		34.2324642192		0.3		1129.67131923		0.2244
1 5 9			0.353861978693			42.7941539472		33.5247402619		0.3		1139.8411689		0.4394
0 6 18			0.471158232662			43.2653121799		32.5824237965		0.3		1140.38483288		0.7949
0 6 8			0.418048411786			43.6833605917		31.746326973		0.3		1142.86777103		0.7694
0 2 12			0.293104311725			43.9764649034		31.1601183495		0.3		1152.92437893		0.3827
2 0 12			0.286229991652			44.2626948951		30.5876583662		0.3		1162.33101792		0.8079
2 6 10			0.0112337280131			44.2739286231		30.5651909102		0.3		1192.0424455		0.7069
0 6 2			0.347605516397			44.6215341395		29.8699798774		0.3		1194.7991951		0.2356
5 1 5			-1.56859481439			43.0529393251		31.4385746918		0.3		1288.98156236		1.1901
3 3 7			0.358688949845			43.4116282749		30.7211967921		0.3		1290.29026527		0.1558
2 4 14			0.225585305184			43.6372135801		30.2700261817		0.3		1301.61112581		0.5221
6 0 2			0.317333064787			43.9545466449		29.6353600521		0.3		1303.95584229		0.2214
0 2 10			0.191076822705			44.1456234676		29.2532064067		0.3		1316.3942883		0.4317
6 4 4			0.0816089062157			44.2272323738		29.0899885943		0.3		1338.13947534		0.6669
2 0 16			0.242725767842			44.4699581417		28.6045370586		0.3		1344.41324175		0.5935
2 0 10			0.174084827117			44.6440429688		28.2563674044		0.3		1356.30563541		0.6169
5 5 7			0.270761867229			44.914804836		27.7148436699		0.3		1358.02733983		0.6639
0 4 0			-12.872062838			32.042741998		40.5869065079		0.3		2029.3453254		6.137
6 4 2			0.378406110577			32.4211481086		39.8300942868		0.3		2031.33480862		0.2211
2 2 10			0.0960109767508			32.5171590853		39.6380723333		0.3		2061.17976133		0.6429
2 4 10			0.313518397612			32.8306774829		39.011035538		0.3		2067.58488352		0.607
5 3 9			0.247201495702			33.0778789786		38.5166325466		0.3		2079.89815752		0.4833
2 0 2			0.1393413835			33.2172203621		38.2379497796		0.3		2103.08723788		0.6502
4 2 10			0.288707047499			33.5059274096		37.6605356846		0.3		2108.98999834		1.1102
3 7 3			-0.221689766497			33.2842376431		37.8822254511		0.3		2159.28685071		0.8954
3 7 1			0.211951314415			33.4961889576		37.4583228223		0.3		2172.58272369		1.2822
3 1 5			-1.77110811122			31.7250808463		39.2294309335		0.3		2314.53642508		2.8985
0 0 20			0.312287062183			32.0373679085		38.6048568092		0.3		2316.29140855		0.4542
0 4 18			0.234669796605			32.2720377051		38.1355172159		0.3		2326.26655017		0.8369
6 2 10			0.0723234791042			32.3443611842		37.9908702577		0.3		2355.43395598		0.7103
0 2 8			0.297597241802			32.641958426		37.3956757741		0.3		2355.92757377		0.1155
2 2 8			-2.01599380738			30.6259646187		39.4116695815		0.3		2522.34685322		1.8488
4 2 4			-0.0800108297056			30.5459537889		39.4916804112		0.3		2566.95922673		0.7624
2 2 6			-6.96427501239			23.5816787766		46.4559554236		0.3		3066.09305796		8.3224
0 4 10			0.128177254546			23.7098560311		46.1996009145		0.3		3095.37326127		0.9893
2 2 0			-11.9025719918			11.8072840393		58.1021729063		0.3		3950.94775763		11.1953
4 0 2			-0.65537985225			11.151904187		58.7575527586		0.3		4054.27114034		1.7854
1 5 1			0.29907277015			11.4509769572		58.1594072183		0.3		4071.15850528		0.4978
1 1 1			0.136019344508			11.5869963017		57.8873685293		0.3		4110.00316558		0.5749
5 1 9			0.324947726932			11.9119440286		57.2374730754		0.3		4121.09806143		0.4583
0 6 6			0.207798000188			12.1197420288		56.821877075		0.3		4147.99702648		1.0147
6 0 10			0.354291719556			12.4740337484		56.1132936359		0.3		4152.38372906		1.0728
1 3 13			0.333798807598			12.807832556		55.4456960207		0.3		4158.42720155		0.3907
2 4 4			0.0691256680837			12.8769582241		55.3074446845		0.3		4203.36579603		0.8182
1 3 5			-1.1665243279			11.7104338962		56.4739690124		0.3		4348.49561396		3.1323
6 4 6			0.184691528745			11.8951254249		56.104585955		0.3		4376.15770449		0.9247
1 3 9			0.333980224493			12.2291056494		55.436625506		0.3		4379.49341497		0.2622
0 2 18			0.337517543523			12.5666231929		54.7615904189		0.3		4380.92723351		0.3755
2 4 6			0.062751339343			12.6293745323		54.6360877402		0.3		4425.52310696		0.785
4 2 8			0.328007375289			12.9573819076		53.9800729897		0.3		4426.36598515		0.7605
7 3 3			0.0318894969422			12.9892714045		53.9162939958		0.3		4475.05240165		1.9283
0 2 14			0.303993104623			13.2932645091		53.3083077865		0.3		4477.89785407		0.2479
