HKL Value		Reward	TotalReward	Chi Squared Value	Z Coordinate Approximation
2 2 10			0	0		0		0.3
3 5 11			-1	-1		53.9570959601		0.180457028672
4 4 10			0.5	-0.5		27.004694624		0.18022818981
1 5 11			-1	-1.5		38.1625901043		0.180636611367
6 0 10			0.5	-1.0		28.7441673641		0.180267452503
0 4 10			0.5	-0.5		23.0887675088		0.179946538484
4 0 10			0.5	0.0		19.273127333		0.17977441096
2 6 10			0.5	0.5		16.5500865869		0.179620722811
0 0 10			0.5	1.0		14.5026600075		0.179494773989
6 2 10			0.5	1.5		12.9140479525		0.179370654081
6 4 0			0.5	2.0		11.6239389074		0.179370654081
0 6 10			0.5	2.5		10.5816927215		0.179283178138
2 4 6			0.5	3.0		9.757733881		0.179231247318
6 4 2			0.5	3.5		9.05324352229		0.179247634955
4 6 2			0.5	4.0		8.47365453635		0.179264845656
4 6 0			0.5	4.5		7.91152785544		0.179264845656
2 0 14			0.5	5.0		7.88566731861		0.179343439416
3 3 15			0.5	5.5		7.47971877692		0.17948127691
4 2 10			0.5	6.0		7.06969619342		0.179546002002
0 0 20			0.5	6.5		6.76461610817		0.179655259816
6 0 2			0.5	7.0		6.53706877143		0.179668496176
2 4 14			0.5	7.5		6.3279043598		0.179632617009
6 0 8			0.5	8.0		6.1166893926		0.179526391005
0 6 8			0.5	8.5		5.9081821514		0.179432234467
2 4 10			0.5	9.0		5.67210720557		0.179524254292
2 0 10			0.5	9.5		5.60046091259		0.179800750328
4 2 2			-1	8.5		5.60327091769		0.179826555862
0 6 2			0.5	9.0		5.49405459978		0.179838865096
3 1 9			0.5	9.5		5.43763299562		0.179764120544
2 4 2			-1	8.5		5.47012735146		0.179789980432
3 1 3			-1	7.5		6.85328257376		0.179760941567
4 2 14			0.5	8.0		6.71007959347		0.179726320538
3 1 15			0.5	8.5		6.60069468622		0.17989518415
0 2 16			0.5	9.0		6.45685092664		0.179533130873
0 2 10			0.5	9.5		6.39429571804		0.179787347313
1 3 15			0.5	10.0		6.30989285161		0.179946290207
6 0 0			0.5	10.5		6.26421393487		0.179946290207
0 2 14			-1	9.5		6.36241635484		0.180110963965
2 0 16			0.5	10.0		6.29444837204		0.179563102864
1 5 9			-1	9.0		6.42986403751		0.179556933173
3 3 9			-1	8.0		6.4322460029		0.179492509334
0 6 0			-1	7.0		6.4338648991		0.179492509334
7 3 1			-1	6.0		6.66427435898		0.179593821227
0 4 16			0.5	6.5		6.51187541874		0.179512575829
9 1 1			-1	5.5		6.83723965424		0.179623367067
5 1 9			-1	4.5		6.96598674587		0.179623367067
2 2 16			0.5	5.0		6.82444671177		0.179754569703
0 0 16			0.5	5.5		6.70318974438		0.17994715341
3 5 9			-1	4.5		6.82472499985		0.179907266368
