HKL Value		Reward			TotalReward	Chi Squared Value	Z Coordinate Approximation		dx
5 1 3			0			0		0		0.3		0		0.9592
1 5 13			0			0		0		0.3		0		1.1973
2 0 8			0			0		0		0.3		0		0.1665
5 1 13			0			0		0		0.3		0		0.4567
0 6 4			0			0		0		0.3		0		0.6675
3 3 15			0			0		0		0.3		0		0.3402
0 2 16			0			0		0		0.3		0		1.8687
6 0 4			0			0		141.955702986		0.3		141.955702986		0.7069
4 6 2			34.8819601905			34.8819601905		72.1917826049		0.3		144.38356521		0.2349
3 1 9			11.3140577202			46.1960179107		49.5636671645		0.3		148.691001493		0.36
0 2 20			6.0719963976			52.2680143083		37.4196743692		0.3		149.678697477		0.4494
2 2 8			-25.7999210155			26.4680932928		63.2195953847		0.3		316.097976924		1.8488
0 0 4			1.88206461533			28.3501579081		59.4554661541		0.3		356.732796924		0.8482
3 3 13			3.92421214922			32.2743700574		51.6070418556		0.3		361.249292989		0.5636
6 0 12			3.21313823423			35.4875082916		45.1807653872		0.3		361.446123097		0.5892
7 1 7			2.39198908369			37.8794973753		40.3967872198		0.3		363.571084978		0.3505
3 1 7			1.90938565732			39.7888830326		36.5780159052		0.3		365.780159052		0.257
2 6 6			-21.5623004647			18.2265825679		58.1403163699		0.3		639.543480069		5.383
1 3 7			2.32740961055			20.5539921784		53.4854971488		0.3		641.825965785		0.1893
2 0 12			1.69534069865			22.2493328771		50.0948157515		0.3		651.232604769		0.8079
4 2 2			1.55667029762			23.8060031747		46.9814751562		0.3		657.740652187		0.457
0 6 12			1.54755319193			25.3535563666		43.8863687724		0.3		658.295531586		0.3425
6 2 2			-3.54375089602			21.8098054706		47.4301196684		0.3		758.881914694		3.3001
0 6 14			0.898419783299			22.7082252539		45.6332801018		0.3		775.765761731		0.9096
2 4 2			1.06871319416			23.7769384481		43.4958537135		0.3		782.925366842		0.3828
2 2 2			-2.60135883608			21.175579612		46.0972125496		0.3		875.847038442		1.1162
1 7 7			1.08438538395			22.259964996		43.9284417816		0.3		878.568835633		0.4353
5 3 7			0.990220527192			23.2501855231		41.9480007273		0.3		880.908015273		0.2523
1 1 15			0.676947073853			23.927132597		40.5941065796		0.3		893.07034475		0.656
6 0 6			0.313285750382			24.2404183474		39.9675350788		0.3		919.253306812		1.0815
0 6 18			0.821330647986			25.0617489954		38.3248737828		0.3		919.796970788		0.7949
1 5 9			0.563100482294			25.6248494777		37.1986728182		0.3		929.966820456		0.4394
3 5 1			0.326570727299			25.951420205		36.5455313636		0.3		950.183815455		0.5283
4 2 12			0.640004340285			26.5914245452		35.2655226831		0.3		952.169112443		0.2244
3 5 7			0.586309415454			27.1777339607		34.0929038522		0.3		954.60130786		0.2309
0 0 18			0.16209156987			27.3398255306		33.7687207124		0.3		979.29290066		0.6609
3 3 7			0.541000296794			27.8808258274		32.6867201188		0.3		980.601603565		0.1558
0 6 2			0.482741460007			28.3635672874		31.7212371988		0.3		983.358353163		0.2356
0 2 12			0.338509832711			28.7020771201		31.0442175334		0.3		993.414961069		0.3827
6 4 2			0.440223247035			29.1423003671		30.1637710393		0.3		995.404444298		0.2211
4 4 10			-0.052013407535			29.0902869596		30.2157844469		0.3		1027.33667119		0.6886
2 4 10			0.340152318007			29.4304392776		29.5354798108		0.3		1033.74179338		0.607
9 1 1			0.250788856782			29.6812281344		29.0339020973		0.3		1045.2204755		0.8793
5 5 7			0.369083752451			30.0503118868		28.2957345924		0.3		1046.94217992		0.6639
2 4 14			0.22335360587			30.2736654927		27.8490273806		0.3		1058.26304046		0.5221
2 0 16			0.276605909789			30.5502714025		27.2958155611		0.3		1064.53680688		0.5935
5 3 9			0.187281769485			30.737553172		26.9212520221		0.3		1076.85008088		0.4833
0 2 10			0.17661958553			30.9141727575		26.568012851		0.3		1089.28852689		0.4317
0 0 20			0.295393206899			31.2095659644		25.9772264372		0.3		1091.04351036		0.4542
4 2 10			0.233424022994			31.4429899874		25.5103783912		0.3		1096.94627082		1.1102
5 1 9			0.163812301593			31.606802289		25.1827537881		0.3		1108.04116667		0.4583
6 0 10			0.231067235636			31.8378695246		24.7206193168		0.3		1112.42786926		1.0728
3 5 9			0.144857528165			31.9827270528		24.4309042605		0.3		1123.82159598		0.4755
2 6 4			-0.656311742521			31.3264153103		25.087216003		0.3		1179.09915214		0.8772
0 4 14			-1.34345905215			29.9829562581		26.4306750551		0.3		1268.67240265		1.2337
0 2 8			0.264663849637			30.2476201077		25.9013473559		0.3		1269.16602044		0.1155
1 5 1			0.0901398241822			30.3377599319		25.7210677075		0.3		1286.05338537		0.4978
2 0 10			0.135575235805			30.4733351677		25.4499172359		0.3		1297.94577903		0.6169
1 3 13			0.186600430189			30.6599355979		25.0767163755		0.3		1303.98925153		0.3907
4 4 0			-9.46600453547			21.1939310625		34.542720911		0.3		1830.76420828		4.9852
1 3 9			0.288953800239			21.4828848627		33.9648133105		0.3		1834.09991877		0.2622
0 2 18			0.295736316075			21.7786211788		33.3733406783		0.3		1835.53373731		0.3755
0 6 8			0.27580716545			22.0544283442		32.8217263474		0.3		1838.01667546		0.7694
4 2 8			0.280516211883			22.3349445561		32.2606939237		0.3		1838.85955365		0.7605
0 4 18			0.192116830175			22.5270613863		31.8764602633		0.3		1848.83469527		0.8369
3 7 1			0.157462604105			22.6845239904		31.5615350551		0.3		1862.13056825		1.2822
6 4 4			0.0818029001686			22.7663268906		31.3979292548		0.3		1883.87575529		0.6669
6 0 2			0.238141088314			23.0044679789		30.9216470782		0.3		1886.22047177		0.2214
0 2 14			0.226420924669			23.2308889035		30.4688052288		0.3		1889.06592419		0.2479
2 2 10			0.00495121050903			23.235840114		30.4589028078		0.3		1918.91087689		0.6429
2 6 10			0.00583965020794			23.2416797643		30.4472235074		0.3		1948.62230447		0.7069
2 0 2			0.0558318703522			23.2975116346		30.3355597667		0.3		1971.81138483		0.6502
0 6 6			0.0260348084757			23.3235464431		30.2834901497		0.3		1998.71034988		1.0147
1 1 9			0.223925793753			23.5474722368		29.8356385622		0.3		1998.98778367		0.2216
4 2 14			0.133286418726			23.6807586556		29.5690657248		0.3		2010.69646928		1.2576
6 4 6			0.013818660845			23.6945773164		29.5414284031		0.3		2038.35855981		0.9247
1 1 1			-0.132903312787			23.5616740036		29.6743317159		0.3		2077.20322011		0.5749
0 4 10			0.00277555212296			23.5644495557		29.6687806116		0.3		2106.48342342		0.9893
1 3 15			0.178648150855			23.7430977066		29.3114843099		0.3		2110.42687031		0.2862
1 1 7			0.18044321376			23.9235409204		28.9505978824		0.3		2113.39364541		0.2012
0 4 20			0.12273729971			24.0462782201		28.705123283		0.3		2124.17912294		1.027
5 3 1			0.0520426400176			24.0983208601		28.6010380029		0.3		2145.07785022		0.5252
5 1 7			0.177026359969			24.2753472201		28.246985283		0.3		2146.77088151		0.2609
6 2 10			-0.0119535132991			24.2633937068		28.2589387963		0.3		2175.93828731		0.7103
0 4 4			-0.346208399608			23.9171853071		28.6051471959		0.3		2231.20148128		0.8482
1 1 13			0.145079170682			24.0622644778		28.3149888545		0.3		2236.88411951		0.3722
0 2 2			0.0280780090123			24.0903424868		28.2588328365		0.3		2260.70662692		0.4614
2 0 14			0.153015172342			24.2433576592		27.9528024918		0.3		2264.17700184		0.2634
1 7 1			0.071850253571			24.3152079128		27.8091019847		0.3		2280.34636274		0.5219
3 3 1			0.0401893423228			24.3553972551		27.7287233		0.3		2301.4840339		0.5106
0 4 8			-1.83556978205			22.519827473		29.5642930821		0.3		2483.4006189		4.1351
